Threshold,Precision,Recall,F1-score,Accuracy
0.1,0.25542749932993836,0.9979057591623036,0.4067434912505335,0.2745302713987474
0.2,0.3154221912072575,0.9465968586387434,0.47317456163308036,0.4746868475991649
0.30000000000000004,0.4166666666666667,0.8691099476439791,0.5632846963013234,0.6641440501043842
0.4,0.5019280205655527,0.8178010471204189,0.622062923138192,0.752348643006263
0.5,0.5539033457249071,0.7801047120418848,0.6478260869565218,0.7886221294363257
0.6,0.571078431372549,0.7319371727748691,0.6415787058283616,0.7961899791231732
0.7000000000000001,0.5839350180505415,0.6774869109947644,0.6272418807561804,0.7993215031315241
0.8,0.6227758007117438,0.36649214659685864,0.4614370468029005,0.7867954070981211
0.9,0.6,0.0062827225130890054,0.012435233160621761,0.7513048016701461
